listing_id,maximum,minimum,average
4085362,$75.00,$75.00,75.0
4089940,$249.00,$249.00,249.0
4090224,$800.00,$213.00,545.134693877551
4098410,$98.00,$107.00,106.057851239669
4105704,$145.00,$120.00,135.12323943662
4106372,$300.00,$230.00,274.212034383954
4107959,$129.00,$119.00,120.492537313433
4109165,$389.00,$189.00,251.275862068966
4112178,,,
4118162,$289.00,$289.00,289.0
4119345,$600.00,$300.00,338.541666666667
4132983,$539.00,$299.00,388.574468085106
4143561,$539.00,$299.00,391.5
4149974,$99.00,$100.00,104.550955414013
4151979,$500.00,$500.00,500.0
4160585,$85.00,$85.00,85.0
4173285,$89.00,$89.00,89.0
4177233,$74.00,$74.00,74.0
4178790,$989.00,"$1,057.00",340.292993630573
4180178,$60.00,$60.00,60.0
4181163,$499.00,$329.00,418.06976744186
4181530,$389.00,$207.00,316.281690140845
4190704,$220.00,$220.00,220.0
4196643,$259.00,$129.00,251.907407407407
4205641,$118.00,$100.00,108.416149068323
4216208,$99.00,$105.00,91.7941176470588
4223387,$75.00,$75.00,75.0
4233242,$119.00,$119.00,119.0
4255538,$349.00,$287.00,304.563139931741
4261781,$200.00,$200.00,200.0
4261784,$85.00,$85.00,85.0
4262255,$90.00,$70.00,80.1129568106312
4263736,$95.00,$108.00,97.2553191489362
4275846,$97.00,$100.00,114.620253164557
4278067,$75.00,$175.00,175.681818181818
4278873,$80.00,$80.00,80.0
4279959,$179.00,$179.00,179.0
4283698,$95.00,$100.00,104.733333333333
4287348,$105.00,$105.00,105.0
4287366,,,
4287989,,,
4291607,,,
4293597,$40.00,$40.00,40.0
4294557,,,
4294835,$60.00,$60.00,60.0
4303606,$189.00,$115.00,169.873846153846
4304969,$158.00,$104.00,146.302721088435
4314054,$125.00,$105.00,108.032490974729
4315439,$80.00,$80.00,80.0
4331214,$65.00,$65.00,65.0
4332035,$309.00,$179.00,231.741935483871
4339392,$170.00,$170.00,170.0
4340110,$90.00,$100.00,90.1796407185629
4348422,,,
4350898,$97.00,$79.00,89.4502923976608
4350995,$250.00,$250.00,250.0
4351970,$99.00,$99.00,99.0
4358181,$130.00,$130.00,130.0
4359160,$99.00,$115.00,122.835051546392
4364925,$500.00,$200.00,244.261006289308
4364989,$275.00,$125.00,172.938144329897
4369675,,,
4377247,$251.00,$199.00,227.190476190476
4402209,$100.00,$100.00,100.0
4402259,$175.00,$175.00,175.0
4405982,$429.00,$399.00,407.547945205479
4409653,$599.00,$399.00,479.0
4409819,$599.00,$267.00,320.945619335347
4410142,$200.00,$200.00,200.0
4410765,$135.00,$135.00,135.0
4430821,,,
4431210,$59.00,$49.00,51.8651685393258
4432035,$348.00,$248.00,277.166666666667
4435883,$200.00,$200.00,200.0
4445906,$599.00,$409.00,488.873417721519
4446413,$539.00,$299.00,392.310810810811
4447430,$500.00,$275.00,304.749103942652
4452800,$70.00,$70.00,70.0
4456987,$99.00,$99.00,99.0
4457943,$98.00,$100.00,96.0
4460532,$79.00,$63.00,67.9047619047619
4461111,$45.00,$45.00,45.0
4461613,$150.00,$150.00,150.0
4461846,$147.00,$147.00,147.0
4461901,$155.00,$155.00,155.0
4467841,,,
4475740,$78.00,$78.00,78.0
4479140,$190.00,$190.00,190.0
4483906,$330.00,$105.00,169.109589041096
4484747,$59.00,$49.00,51.8529411764706
4484798,$75.00,$68.00,70.0110497237569
4489490,$229.00,$229.00,229.0
4489588,$249.00,$249.00,249.0
4489752,$350.00,$200.00,206.674050632911
4489920,$369.00,$359.00,365.511627906977
4490826,$539.00,$299.00,394.743243243243
4493030,$272.00,$272.00,272.0
4494419,$69.00,$59.00,61.8295819935691
4503393,$65.00,$55.00,57.8493150684931
4510513,$229.00,$229.00,229.0
4516065,$399.00,$319.00,343.0
4518100,$195.00,$175.00,180.548780487805
4518380,$188.00,$188.00,188.0
4518710,$165.00,$165.00,165.0
4518756,$165.00,$165.00,165.0
4523594,,,
4526315,$575.00,$450.00,453.068965517241
4526384,$450.00,$350.00,376.02027027027
4527029,$58.00,$46.00,49.4094707520891
4530670,$80.00,$75.00,79.2696629213483
4532603,$399.00,$229.00,250.597315436242
4538423,$37.00,$150.00,47.6603773584906
4546333,$225.00,$195.00,211.216216216216
4547353,,,
4549374,$375.00,$199.00,208.542207792208
4553903,$250.00,$157.00,197.458333333333
4555637,$85.00,$56.00,71.8305084745763
4556374,$65.00,$60.00,61.4246575342466
4558443,$185.00,$165.00,172.567567567568
4559774,$134.00,$129.00,130.857142857143
4560053,$475.00,$250.00,266.017964071856
4565470,$499.00,$329.00,418.06976744186
4567815,$120.00,$120.00,120.0
4568116,$95.00,$100.00,108.5
4573238,$279.00,$189.00,249.106007067138
4573388,$269.00,$139.00,220.821305841924
4573458,$259.00,$129.00,213.38127090301
4574921,$300.00,$300.00,300.0
4577188,$300.00,$127.00,161.866295264624
4580825,$279.00,$249.00,273.0
4583526,$300.00,$195.00,219.451219512195
4585452,,,
4586590,$99.00,$110.00,103.169014084507
4586681,$90.00,$90.00,90.0
4588530,,,
4593974,$39.00,$39.00,39.0
4598026,$47.00,$47.00,47.0
4602191,$395.00,$395.00,395.0
4603588,$175.00,$175.00,175.0
4603803,,,
4607307,,,
4609785,$75.00,$75.00,75.0
4610745,,,
4614037,$250.00,$200.00,246.875
4615251,$83.00,$83.00,83.0
4625517,,,
4627334,,,
4628907,$49.00,$49.00,49.0
4632511,$305.00,$305.00,305.0
4635390,$215.00,$199.00,203.571428571429
4638356,$95.00,$105.00,91.3555555555556
4644069,,,
4644455,,,
4652263,$250.00,$170.00,195.657276995305
4653267,,,
4662379,$450.00,$400.00,423.737373737374
4670285,$65.00,$65.00,65.0
4679319,$110.00,$110.00,110.0
4687499,,,
4695542,$69.00,$69.00,69.0
4698367,$175.00,$125.00,138.4375
4698487,,,
4699742,$300.00,$300.00,300.0
4699828,$160.00,$118.00,148.929133858268
4710583,,,
4718577,$120.00,$120.00,120.0
4736217,$72.00,$100.00,95.0904109589041
4737304,$65.00,$65.00,65.0
4742275,$125.00,$125.00,125.0
4750791,$299.00,$199.00,249.787671232877
4759640,,,
4765070,$90.00,$90.00,90.0
4767023,$220.00,$205.00,209.31906614786
4777111,$205.00,$160.00,173.27868852459
4787213,,,
4787233,$200.00,$200.00,200.0
4787359,$200.00,$150.00,198.837209302326
4792901,,,
4793787,$99.00,$45.00,65.1147058823529
4812786,$570.00,$550.00,564.301369863014
4820071,$160.00,$115.00,121.69014084507
4823089,,,
4828640,$65.00,$60.00,61.4971751412429
4838985,$550.00,$325.00,483.823529411765
4860853,$463.00,$106.00,243.74375
4861476,$300.00,$230.00,269.713467048711
4863101,$93.00,$103.00,116.627388535032
4863108,$93.00,$103.00,112.475409836066
4868653,$95.00,$85.00,92.0231213872832
4870883,,,
4875342,$75.00,$75.00,75.0
4879579,$399.00,$109.00,238.120879120879
4879702,,,
4887325,,,
4900659,$177.00,$177.00,177.0
4909590,$99.00,$100.00,107.653543307087
4916260,$475.00,$299.00,306.918181818182
4917583,$185.00,$185.00,185.0
4922204,$400.00,$200.00,211.98833819242
4924009,$99.00,$100.00,104.257525083612
4924910,$165.00,$150.00,164.103773584906
4928894,$240.00,$160.00,183.904109589041
4934600,$175.00,$125.00,140.584126984127
4947526,$133.00,$104.00,126.188118811881
4948724,$349.00,$182.00,274.275167785235
4964365,$250.00,$180.00,181.383399209486
4967219,$69.00,$69.00,69.0
4972820,$130.00,$130.00,130.0
4975581,$200.00,$115.00,176.733333333333
4977034,$400.00,$400.00,400.0
4978467,,,
4995033,$220.00,$180.00,197.5
4996375,$99.00,$115.00,122.574712643678
5004278,$175.00,$175.00,175.0
5019306,$300.00,$300.00,300.0
5021859,$50.00,$50.00,50.0
5025015,$175.00,$175.00,175.0
5026613,,,
5048406,$78.00,$78.00,78.0
5049582,$70.00,$70.00,70.0
5054601,$75.00,$75.00,75.0
5058148,,,
5064995,$147.00,$142.00,144.372881355932
5067019,$150.00,$150.00,150.0
5074924,$463.00,$106.00,243.283076923077
5075267,$463.00,$106.00,242.819571865443
5076880,$250.00,$225.00,232.227138643068
5078127,$300.00,$200.00,274.025423728814
5085125,$75.00,$75.00,75.0
5086521,,,
5088560,$987.00,"$1,017.00",609.068965517241
5124772,$224.00,$200.00,208.5
5125723,$100.00,$100.00,100.0
5146447,$63.00,$63.00,63.0
5146451,$63.00,$63.00,63.0
5146580,$65.00,$65.00,65.0
5153080,$99.00,$100.00,167.016181229773
5163162,$940.00,$125.00,257.271186440678
5166870,$185.00,$160.00,169.375776397516
5174821,,,
5182313,$120.00,$110.00,112.777777777778
5191658,$250.00,$250.00,250.0
5212321,$189.00,$189.00,189.0
5215982,$285.00,$285.00,285.0
5222368,$75.00,$75.00,75.0
5259996,$225.00,$225.00,225.0
5267396,$99.00,$100.00,141.050147492625
5269216,$989.00,"$1,002.00",350.88813559322
5270703,,,
5280183,$110.00,$110.00,110.0
5280827,$75.00,$69.00,70.7022471910112
5293067,$49.00,$49.00,49.0
5295491,$285.00,$109.00,147.742465753425
5308475,$175.00,$175.00,175.0
5317935,$350.00,$350.00,350.0
5344465,$75.00,$50.00,57.3863636363636
5352623,$378.00,$218.00,291.761467889908
5364137,$99.00,$99.00,99.0
5371051,$150.00,$110.00,118.480519480519
5371687,$249.00,$249.00,249.0
5380160,$320.00,$280.00,313.101449275362
5384923,$198.00,$152.00,176.855263157895
5405928,$200.00,$200.00,200.0
5406448,$250.00,$199.00,213.531506849315
5412487,,,
5433246,,,
5434353,$145.00,$145.00,145.0
5445126,,,
5447285,,,
5453775,$99.00,$87.00,97.8118811881188
5454513,$892.00,$172.00,396.357340720222
5455004,$892.00,$172.00,396.893150684932
5455293,$892.00,$172.00,389.043859649123
5478135,$195.00,$195.00,195.0
5481243,$150.00,$150.00,150.0
5495547,$185.00,$185.00,185.0
5498472,,,
5510597,$62.00,$62.00,62.0
5511911,,,
5511924,$135.00,$135.00,135.0
5521378,$88.00,$69.00,85.8513513513514
5526487,$425.00,$249.00,280.606811145511
5526514,$295.00,$175.00,179.805970149254
5532549,$260.00,$260.00,260.0
5581575,$340.00,$305.00,314.671140939597
5582163,$600.00,$120.00,181.081081081081
5584915,$135.00,$135.00,135.0
5588537,$200.00,$150.00,194.791666666667
5590505,,,
5592866,$160.00,$160.00,160.0
5593888,$99.00,$125.00,99.9624060150376
5593939,$100.00,$100.00,100.0
5601743,$60.00,$46.00,49.8387096774194
5606682,$250.00,$111.00,194.329305135952
5616179,$160.00,$140.00,148.045325779037
5620496,$200.00,$200.00,200.0
5628808,,,
5639731,$463.00,$106.00,243.74375
5640375,$463.00,$106.00,243.566153846154
5649821,$300.00,$300.00,300.0
5652147,$300.00,$300.00,300.0
5659780,$325.00,$275.00,281.483516483516
5659866,$247.00,$200.00,200.494736842105
5660081,,,
5661246,$135.00,$110.00,118.974719101124
5676025,$96.00,$100.00,128.199004975124
5684346,,,
5684598,$199.00,$199.00,199.0
5690424,$950.00,$620.00,697.641196013289
5690640,,,
5702292,$81.00,$55.00,79.7
5706985,$200.00,$100.00,111.755813953488
5709298,$995.00,"$1,118.00",343.810126582278
5714786,$463.00,$106.00,240.735202492212
5717528,$110.00,$110.00,110.0
5717690,$99.00,"$1,126.00",255.41124260355
5718801,$150.00,$150.00,150.0
5718921,$225.00,$225.00,225.0
5719606,$350.00,$330.00,335.575757575758
5725804,$130.00,$130.00,130.0
5726250,$525.00,$325.00,357.432432432432
5727231,$159.00,$159.00,159.0
5729203,$75.00,$75.00,75.0
5729845,$64.00,$59.00,60.4161849710983
5734770,$158.00,$120.00,133.372881355932
5738018,,,
5739119,$89.00,$75.00,85.4
5743939,$320.00,$299.00,299.9
5755910,$399.00,$180.00,188.111111111111
5762866,,,
5768195,,,
5768819,$160.00,$155.00,155.064724919094
5769127,$150.00,$150.00,150.0
5775139,,,
5782221,$295.00,$270.00,284.266666666667
5783197,$700.00,$600.00,617.824773413897
5784404,$89.00,$150.00,91.2048192771084
5791960,$923.00,"$1,044.00",291.153594771242
5801643,$52.00,$46.00,46.5149700598802
5813992,,,
5824015,,,
5832127,,,
5834413,$525.00,$319.00,390.122905027933
5834930,$125.00,$125.00,125.0
5844314,$69.00,$51.00,60.55
5851489,$169.00,$169.00,169.0
5856633,,,
5858133,,,
5862806,$67.00,$67.00,67.0
5867761,,,
5868798,,,
5870309,$617.00,$342.00,428.454022988506
5870922,$85.00,$66.00,76.256
5874408,$75.00,$75.00,75.0
5882411,$88.00,$88.00,88.0
5884210,,,
5885130,$295.00,$295.00,295.0
5889190,$95.00,$95.00,95.0
5891012,$60.00,$60.00,60.0
5899031,$350.00,$350.00,350.0
5903001,$325.00,$325.00,325.0
5904732,$85.00,$70.00,70.4054054054054
5904992,,,
5911004,,,
5918944,$150.00,$150.00,150.0
5919529,$950.00,"$1,000.00",634.357142857143
5927267,$75.00,$75.00,75.0
5932267,$250.00,$250.00,250.0
5932402,,,
5940069,$650.00,$270.00,444.931506849315
5940866,$75.00,$75.00,75.0
5952474,$499.00,$179.00,255.826229508197
5953696,$325.00,$180.00,250.0
5959251,$375.00,$375.00,375.0
5959740,,,
5967421,$80.00,$61.00,69.9130434782609
5967936,,,
5970118,$168.00,$150.00,150.098630136986
5976821,$111.00,$110.00,110.028985507246
5989418,,,
5990808,$149.00,$100.00,125.324786324786
5990896,$90.00,$85.00,86.4044943820225
5991427,$65.00,$65.00,65.0
5992501,$249.00,$249.00,249.0
5999291,$160.00,$150.00,150.479704797048
6000531,$249.00,$249.00,249.0
6005290,$99.00,$73.00,80.4479166666667
6006121,$145.00,$110.00,140.845323741007
6006328,$65.00,$65.00,65.0
6009031,,,
6014302,$65.00,$65.00,65.0
6014737,$65.00,$65.00,65.0
6015021,$548.00,$285.00,358.865168539326
6015995,$422.00,$228.00,288.022346368715
6017574,$450.00,$425.00,426.315789473684
6019555,$69.00,$64.00,64.5
6027467,$445.00,$216.00,280.59217877095
6038520,$200.00,$200.00,200.0
6053700,$450.00,$450.00,450.0
6059968,$80.00,$80.00,80.0
6065674,$429.00,$399.00,406.868613138686
6066455,$995.00,"$1,500.00",648.141993957704
6068207,,,
6072693,,,
6075481,$250.00,$200.00,213.698630136986
6075932,$201.00,$195.00,195.076696165192
6080461,$295.00,$170.00,172.279635258359
6088708,$98.00,$122.00,129.661016949153
6089196,$200.00,$200.00,200.0
6089865,$250.00,$125.00,146.452702702703
6089975,$269.00,$269.00,269.0
6093430,,,
6104388,$200.00,$180.00,182.857142857143
6106955,$355.00,$141.00,277.591549295775
6118583,$200.00,$140.00,170.0
6119918,$900.00,$135.00,278.747945205479
6121709,$175.00,$139.00,146.655172413793
6131224,$250.00,$110.00,220.062015503876
6134013,,,
6134145,$967.00,"$1,002.00",402.124528301887
6134867,$952.00,$159.00,319.758169934641
6142396,$63.00,$52.00,57.4935483870968
6151079,$92.00,$102.00,118.708860759494
6160803,$245.00,$225.00,230.501618122977
6167184,$449.00,$150.00,204.654867256637
6179374,$58.00,$32.00,35.1013698630137
6181230,$279.00,$249.00,251.735294117647
6181758,$952.00,"$1,035.00",435.428571428571
6197950,,,
6213822,$892.00,$172.00,395.385474860335
6214710,$175.00,$135.00,156.28813559322
6227976,$88.00,$108.00,104.666666666667
6238463,$129.00,$129.00,129.0
6240901,$98.00,$83.00,94.0228758169935
6248526,,,
6248970,$65.00,$65.00,65.0
6261296,$97.00,$101.00,89.3841642228739
6268082,$182.00,$180.00,180.428571428571
6268395,$548.00,$285.00,358.865168539326
6268805,$300.00,$200.00,280.217391304348
6276572,$189.00,$189.00,189.0
6277566,,,
6287797,,,
6291807,,,
6292261,$99.00,$167.00,143.147692307692
6296656,$395.00,$178.00,312.91369047619
6298216,,,
6300089,$265.00,$190.00,237.709198813056
6310903,$350.00,$350.00,350.0
6314998,$82.00,$68.00,72.2325581395349
6316145,$240.00,$180.00,188.421052631579
6317304,$742.00,$109.00,230.112781954887
6317446,$375.00,$175.00,308.501510574018
6317722,$375.00,$172.00,297.495468277946
6322283,$69.00,$69.00,69.0
6323935,$940.00,$107.00,281.330769230769
6324649,$111.00,$100.00,101.99674267101
6326257,$695.00,"$1,100.00",506.732352941176
6337106,$125.00,$105.00,107.5
6343532,$500.00,$119.00,410.094043887147
6347026,$155.00,$155.00,155.0
6348631,,,
6355733,,,
6356533,$499.00,$329.00,401.769230769231
6364042,$75.00,$65.00,65.0906344410876
6373729,,,
6377998,$480.00,$450.00,479.449541284404
6378076,$180.00,$180.00,180.0
6386351,,,
6387077,,,
6390634,$64.00,$64.00,64.0
6400348,,,
6400432,,,
6401859,$84.00,$84.00,84.0
6409811,$220.00,$170.00,185.35446685879
6410674,$95.00,$130.00,168.805970149254
6425318,$60.00,$60.00,60.0
6425405,,,
6426364,$275.00,$100.00,199.38080495356
6432655,$171.00,$150.00,156.073529411765
6436334,$150.00,$150.00,150.0
6444138,$599.00,$379.00,512.837209302326
6444148,$300.00,$145.00,174.745033112583
6444303,$188.00,$155.00,163.857142857143
6445917,$220.00,$220.00,220.0
6446940,,,
6449549,,,
6451456,,,
6452246,$179.00,$159.00,170.333333333333
6453686,$150.00,$140.00,142.82722513089
6465075,$390.00,$380.00,383.86013986014
6467991,,,
6476613,,,
6480967,,,
6488924,$150.00,$150.00,150.0
6489209,$75.00,$75.00,75.0
6499228,$390.00,$245.00,286.315068493151
6500646,$97.00,$100.00,90.7
6513924,$55.00,$55.00,55.0
6516588,$175.00,$175.00,175.0
6523777,$75.00,$150.00,73.231884057971
6543678,$175.00,$125.00,152.083333333333
6544642,$175.00,$175.00,175.0
6544715,$700.00,"$1,000.00",672.196428571429
6551454,,,
6552654,$923.00,"$1,044.00",283.399371069182
6554785,$165.00,$120.00,148.666666666667
6565713,$250.00,$250.00,250.0
6568621,$489.00,$329.00,404.671641791045
6574771,$56.00,$49.00,50.5
6575654,$110.00,$110.00,110.0
6576530,$450.00,$350.00,415.826330532213
6596242,$185.00,$185.00,185.0
6598203,,,
6600417,,,
6602167,$168.00,$168.00,168.0
6602217,$130.00,$130.00,130.0
6609546,$175.00,$150.00,151.636904761905
6611126,,,
6613472,$88.00,$88.00,88.0
6614984,$129.00,$129.00,129.0
6626933,$75.00,$75.00,75.0
6627469,$300.00,$200.00,202.906976744186
6627802,"$1,000.00","$1,000.00",1.0
6629066,$850.00,"$1,000.00",456.063444108761
6629929,$150.00,$105.00,118.537234042553
6640662,"$1,000.00","$1,000.00",1.0
6644330,$120.00,$120.00,120.0
6645010,$55.00,$55.00,55.0
6646604,$300.00,$100.00,137.132352941176
6655012,$65.00,$65.00,65.0
6672582,,,
6676364,$84.00,$84.00,84.0
6677469,$495.00,$295.00,297.274368231047
6677640,$200.00,$200.00,200.0
6677700,,,
6684904,$499.00,$399.00,470.428571428571
6685682,$992.00,"$1,010.00",371.90990990991
6686224,$150.00,$120.00,130.353535353535
6690605,$200.00,$200.00,200.0
6693305,,,
6705513,$96.00,$96.00,96.0
6706463,$65.00,$65.00,65.0
6709682,$65.00,$65.00,65.0
6716872,,,
6728273,$145.00,$145.00,145.0
6730758,$130.00,$100.00,103.913043478261
6741968,$234.00,$199.00,205.93470790378
6742905,$99.00,$115.00,123.428571428571
6744795,$514.00,$239.00,318.451923076923
6758443,$150.00,$150.00,150.0
6758462,$137.00,$137.00,137.0
6758482,$150.00,$150.00,150.0
6759004,$150.00,$150.00,150.0
6759439,$147.00,$147.00,147.0
6761345,,,
6762011,$150.00,$150.00,150.0
6763409,$150.00,$150.00,150.0
6763587,$65.00,$65.00,65.0
6763785,$129.00,$113.00,117.562248995984
6764572,$99.00,$99.00,99.0
6765855,,,
6776075,,,
6778788,,,
6780300,$65.00,$65.00,65.0
6780313,$65.00,$65.00,65.0
6790961,$525.00,$319.00,390.122905027933
6793913,$525.00,$319.00,394.225961538462
6793945,$265.00,$235.00,248.915094339623
6796364,$139.00,$139.00,139.0
6798777,$280.00,$280.00,280.0
6801288,$65.00,$65.00,65.0
6810723,$137.00,$137.00,137.0
6823017,$80.00,$35.00,72.6067073170732
6834270,$100.00,$100.00,100.0
6838488,$950.00,"$1,200.00",461.543417366947
6843850,$500.00,$500.00,500.0
6844012,$800.00,$571.00,647.735042735043
6850880,$137.00,$137.00,137.0
6851459,$150.00,$150.00,150.0
6854357,,,
6862594,,,
6862758,,,
6865619,,,
6870366,$84.00,$84.00,84.0
6870485,$65.00,$65.00,65.0
6879036,$150.00,$150.00,150.0
6881541,$225.00,$154.00,202.447368421053
6882615,$160.00,$160.00,160.0
6886946,$225.00,$225.00,225.0
6887053,$190.00,$190.00,190.0
6887926,$79.00,$68.00,71.1616766467066
6894734,,,
6895050,$325.00,$250.00,278.125
6908525,$160.00,$160.00,160.0
6908672,,,
6911945,$220.00,$220.00,220.0
6914622,$300.00,$300.00,300.0
6921241,,,
6921672,,,
6923446,$175.00,$175.00,175.0
6923942,,,
6924700,$854.00,$308.00,459.636363636364
6927063,,,
6936712,$175.00,$175.00,175.0
6939126,$250.00,$250.00,250.0
6939162,$130.00,$130.00,130.0
6939454,$179.00,$179.00,179.0
6939759,,,
6951829,$525.00,$319.00,394.225961538462
6954861,$110.00,$110.00,110.0
6955911,,,
6965516,$92.00,$72.00,77.9444444444444
6971836,,,
6972426,$575.00,$575.00,575.0
6976414,$90.00,$130.00,89.0075757575758
6983246,$220.00,$198.00,200.245614035088
6990023,$88.00,$100.00,91.5803278688525
6990904,$90.00,$73.00,78.0128205128205
6991310,,,
6992859,$399.00,$399.00,399.0
6993585,,,
7003280,$945.00,$108.00,262.890282131661
7006683,$80.00,$80.00,80.0
7007801,$144.00,$126.00,136.357142857143
7008455,$100.00,$100.00,100.0
7009774,,,
7018497,,,
7033732,$99.00,$100.00,100.481481481481
7035556,$175.00,$150.00,158.898305084746
7036112,,,
7050397,,,
7052171,,,
7052847,,,
7053454,$200.00,$200.00,200.0
7054058,$175.00,$175.00,175.0
7054912,,,
7055184,,,
7067397,,,
7071883,$250.00,$195.00,197.558139534884
7080514,,,
7086825,$49.00,$49.00,49.0
7092874,,,
7093109,$250.00,$150.00,199.008498583569
7095320,,,
7095658,$199.00,$199.00,199.0
7106162,,,
7109689,$600.00,$600.00,600.0
7113260,$90.00,$70.00,85.7051282051282
7114655,$300.00,$300.00,300.0
7125052,,,
7134081,$985.00,$301.00,698.302670623145
7159343,,,
7161203,$35.00,$35.00,35.0
7178893,$180.00,$126.00,144.727272727273
7181950,$972.00,"$1,032.00",300.095384615385
7185881,$45.00,$29.00,41.4314868804665
7194793,$159.00,$120.00,142.227272727273
7205210,$350.00,$105.00,123.754098360656
7211531,$90.00,$67.00,82.4496644295302
7214920,$250.00,$250.00,250.0
7219056,$449.00,$249.00,366.209302325581
7220216,$549.00,$349.00,466.209302325581
7222349,$140.00,$140.00,140.0
7225201,$635.00,$150.00,364.35989010989
7225376,,,
7239024,$130.00,$110.00,110.831360946746
7240149,,,
7240775,$329.00,$329.00,329.0
7244031,,,
7245413,,,
7246272,$98.00,$108.00,106.942028985507
7252607,$49.00,$49.00,49.0
7264674,$250.00,$200.00,214.239482200647
7273513,$139.00,$139.00,139.0
7273770,,,
7274342,,,
7275018,,,
7277653,$80.00,$70.00,72.463768115942
7280665,,,
7281884,$110.00,$100.00,107.179487179487
7283351,,,
7287822,$150.00,$114.00,130.426356589147
7292184,$80.00,$60.00,65.8823529411765
7293671,$90.00,$90.00,90.0
7294565,,,
7308623,,,
7308811,,,
7310887,$315.00,$141.00,283.352159468439
7321217,$250.00,$200.00,214.239482200647
7325063,$686.00,$249.00,394.514285714286
7325084,,,
7329849,,,
7330494,$190.00,$125.00,164.44701986755
7342359,,,
7342489,$225.00,$225.00,225.0
7348110,$350.00,$300.00,314.285714285714
7356415,,,
7358714,$329.00,$209.00,252.846153846154
7362715,,,
7367795,$150.00,$150.00,150.0
7368611,$660.00,$200.00,343.77399380805
7377034,$529.00,$128.00,313.631578947368
7379913,,,
7389719,$38.00,$32.00,33.8703703703704
7395978,,,
7403927,$125.00,$125.00,125.0
7414930,$350.00,$350.00,350.0
7420789,$65.00,$56.00,58.0232558139535
7434871,$195.00,$100.00,136.111111111111
7441144,$65.00,$50.00,54.21875
7449448,$45.00,$30.00,41.0317002881844
7450348,,,
7454907,,,
7454966,$79.00,$69.00,71.8969359331476
7456890,$229.00,$229.00,229.0
7461091,,,
7462268,$85.00,$75.00,77.8275862068966
7472068,$299.00,$175.00,295.361516034985
7474044,$148.00,$148.00,148.0
7474615,$148.00,$148.00,148.0
7474855,$150.00,$150.00,150.0
7475215,$150.00,$150.00,150.0
7475379,$150.00,$150.00,150.0
7475557,$971.00,"$1,019.00",394.239616613419
7476340,$137.00,$137.00,137.0
7476671,$65.00,$65.00,65.0
7476936,,,
7479725,$55.00,$40.00,44.5
7482195,$49.00,$49.00,49.0
7482338,$83.00,$115.00,84.7174721189591
7489883,$80.00,$60.00,60.4395604395604
7495866,$136.00,$136.00,136.0
7497047,$40.00,$40.00,40.0
7499960,$310.00,$295.00,300.0
7508063,,,
7508865,$445.00,$216.00,280.59217877095
7509273,$99.00,$140.00,79.4769230769231
7511737,$163.00,$150.00,150.12037037037
7511838,$99.00,$85.00,89.0645161290323
7513605,$155.00,$155.00,155.0
7513906,$137.00,$137.00,137.0
7514024,$150.00,$150.00,150.0
7514336,$155.00,$155.00,155.0
7527149,$990.00,$450.00,627.291021671827
7527677,$98.00,$98.00,98.0
7527864,$165.00,$155.00,159.44
7529525,$300.00,$300.00,300.0
7531700,$157.00,$157.00,157.0
7540480,$568.00,$175.00,294.943786982249
7553969,$140.00,$140.00,140.0
7554801,$48.00,$45.00,45.2857142857143
7562235,,,
7573274,$663.00,$399.00,467.27380952381
7575052,$200.00,$200.00,200.0
7575576,$140.00,$140.00,140.0
7582651,,,
7592616,,,
7596262,$422.00,$228.00,288.022346368715
7602994,,,
7611271,$985.00,"$1,000.00",462.033898305085
7614517,$200.00,$150.00,187.755102040816
7618925,$670.00,$600.00,601.891891891892
7620413,,,
7630340,$300.00,$149.00,157.262839879154
7630346,$300.00,$109.00,126.754045307443
7633883,$993.00,"$1,004.00",404.505376344086
7634067,$75.00,$75.00,75.0
7634365,$349.00,$329.00,337.75
7635616,$155.00,$155.00,155.0
7637094,,,
7645862,$279.00,$199.00,249.39755351682
7649517,$349.00,$229.00,270.071428571429
7650016,$200.00,$120.00,143.191335740072
7651065,$79.00,$79.00,79.0
7678756,,,
7692933,$59.00,$59.00,59.0
7693009,$50.00,$49.00,49.0058309037901
7693354,$82.00,$75.00,81.3311897106109
7694365,$152.00,$152.00,152.0
7694559,$150.00,$150.00,150.0
7698631,,,
7708436,$85.00,$80.00,81.219512195122
7713728,$275.00,$250.00,271.507352941176
7713815,$137.00,$137.00,137.0
7714627,$400.00,$180.00,230.747663551402
7721323,$120.00,$120.00,120.0
7723492,$80.00,$51.00,76.3251533742331
7724412,,,
7725279,$40.00,$150.00,66.7829181494662
7728499,$160.00,$160.00,160.0
7728508,$659.00,$199.00,324.824175824176
7731797,$489.00,$199.00,278.142857142857
7735518,$219.00,$189.00,197.670520231214
7740436,$175.00,$175.00,175.0
7740592,$800.00,$700.00,705.21978021978
7741566,$99.00,$150.00,85.134328358209
7743569,$87.00,$55.00,71.1724137931034
7745117,$275.00,$275.00,275.0
7746589,$780.00,$100.00,217.64156626506
7749568,,,
7755144,$275.00,$225.00,232.225433526012
7783953,$128.00,$128.00,128.0
7784616,$50.00,$50.00,50.0
7789055,$329.00,$239.00,279.846846846847
7789429,$240.00,$225.00,229.21568627451
7790454,$197.00,$184.00,186.714285714286
7796658,,,
7797744,$55.00,$45.00,47.8440366972477
7804358,$500.00,$225.00,264.769230769231
7805515,$99.00,$120.00,111.534351145038
7809904,,,
7823025,$80.00,$60.00,68.8389261744966
7825327,$350.00,$350.00,350.0
