listing_id,maximum,minimum,average
3166256,$140.00,$125.00,135.052631578947
3181719,$135.00,$115.00,120.660377358491
3182473,$578.00,$199.00,273.263736263736
3182652,,,
3193484,$75.00,$60.00,68.2352941176471
3198169,$120.00,$100.00,112.613636363636
3229255,$99.00,$120.00,111.600775193798
3236496,$120.00,$110.00,116.818181818182
3250739,$79.00,$65.00,67.427397260274
3250847,$70.00,$60.00,67.3795180722892
3276286,$82.00,$127.00,187.909090909091
3278624,$499.00,$329.00,418.06976744186
3289921,$170.00,$170.00,170.0
3294152,$130.00,$110.00,117.90273556231
3294775,$95.00,$50.00,61.3818181818182
3302294,$400.00,$164.00,223.398734177215
3303497,,,
3303860,$78.00,$65.00,68.6827195467422
3309941,$499.00,$329.00,405.626506024096
3311675,$65.00,$52.00,55.7360703812317
3318814,$75.00,$75.00,75.0
3342094,$395.00,$250.00,346.189189189189
3342206,$479.00,$329.00,414.202702702703
3343428,$97.00,$68.00,83.8
3344322,$90.00,$60.00,67.8422619047619
3344639,$59.00,$55.00,58.5820895522388
3351728,$849.00,$500.00,819.111111111111
3359170,$399.00,$399.00,399.0
3363097,$400.00,$389.00,397.06006006006
3371091,$195.00,$125.00,137.465753424658
3377100,$300.00,$245.00,256.923076923077
3377871,$125.00,$120.00,121.40562248996
3389896,,,
3392423,$71.00,$115.00,114.834586466165
3394437,$300.00,$300.00,300.0
3401809,$299.00,$289.00,289.659340659341
3410087,$199.00,$119.00,129.471204188482
3412990,$60.00,$60.00,60.0
3414993,,,
3415033,$325.00,$150.00,198.665730337079
3415245,$750.00,$700.00,742.647058823529
3415434,$79.00,$63.00,67.5842696629213
3419711,$70.00,$70.00,70.0
3420221,$65.00,$65.00,65.0
3420384,$170.00,$165.00,166.418338108883
3432321,$220.00,$220.00,220.0
3434614,$130.00,$120.00,125.0
3457722,,,
3458030,,,
3519768,$379.00,$189.00,193.952978056426
3520353,$588.00,$238.00,260.993670886076
3521944,,,
3522237,$45.00,$45.00,45.0
3528826,$955.00,"$1,013.00",368.715170278638
3539510,$789.00,$147.00,422.258928571429
3575220,$50.00,$45.00,45.0576923076923
3585343,$110.00,$110.00,110.0
3589267,$974.00,"$1,032.00",398.157434402332
3589869,$80.00,$74.00,79.8817204301075
3591359,$130.00,$130.00,130.0
3591388,$275.00,$275.00,275.0
3593290,$325.00,$325.00,325.0
3601030,$435.00,$194.00,230.761092150171
3601254,$97.00,$169.00,147.707317073171
3601424,$75.00,$75.00,75.0
3602379,$259.00,$149.00,163.012158054711
3606396,,,
3609536,,,
3615760,$237.00,$110.00,125.182795698925
3616081,$92.00,$100.00,123.440119760479
3628320,$97.00,$100.00,136.956204379562
3629014,$96.00,$71.00,89.558282208589
3641545,,,
3653207,$350.00,$200.00,278.942857142857
3656168,$38.00,$38.00,38.0
3659917,$75.00,$75.00,75.0
3664031,$335.00,$335.00,335.0
3668038,$72.00,$72.00,72.0
3673104,$295.00,$295.00,295.0
3673688,$699.00,$699.00,699.0
3677662,$85.00,$85.00,85.0
3678429,$80.00,$110.00,88.4269662921348
3693850,$88.00,$88.00,88.0
3701108,$90.00,$90.00,90.0
3703674,$75.00,$75.00,75.0
3704801,,,
3721095,$375.00,$325.00,360.623003194888
3727560,$120.00,$120.00,120.0
3730447,$180.00,$180.00,180.0
3740274,$229.00,$199.00,228.781818181818
3749523,$550.00,$450.00,488.057324840764
3755609,$78.00,$70.00,77.1268436578171
3765014,$59.00,$49.00,51.8526645768025
3765289,$73.00,$65.00,67.2825484764543
3775876,$125.00,$125.00,125.0
3783090,$250.00,$160.00,177.714285714286
3788075,$81.00,$81.00,81.0
3792147,$98.00,$109.00,92.1960784313726
3802530,,,
3808557,,,
3820516,$296.00,$210.00,211.365079365079
3839678,$50.00,$50.00,50.0
3842286,$449.00,$189.00,197.062015503876
3866526,$120.00,$120.00,120.0
3867014,$270.00,$207.00,254.203647416413
3870046,$325.00,$200.00,298.540145985401
3873776,$325.00,$325.00,325.0
3881993,$700.00,$400.00,508.104395604396
3888360,$740.00,$173.00,308.053797468354
3890373,$475.00,$199.00,235.051660516605
3897963,$85.00,$74.00,77.087786259542
3897995,$90.00,$72.00,76.4837545126354
3898015,$85.00,$65.00,70.5801526717557
3901439,$90.00,$67.00,71.722433460076
3903273,$225.00,$225.00,225.0
3903324,$389.00,$189.00,254.067567567568
3905508,$130.00,$130.00,130.0
3914363,$389.00,$189.00,254.743243243243
3917027,$82.00,$72.00,74.8888888888889
3931204,$469.00,$219.00,303.744525547445
3945704,$99.00,$100.00,162.641693811075
3946215,$75.00,$118.00,97.39375
3953472,$159.00,$144.00,148.736842105263
3957602,$85.00,$110.00,79.2786885245902
3967611,$200.00,$200.00,200.0
3968797,$85.00,$85.00,85.0
3969526,$255.00,$199.00,247.97520661157
3974503,$65.00,$65.00,65.0
3977877,,,
3985462,$962.00,"$1,123.00",344.450793650794
3987926,$75.00,$100.00,75.2201257861635
3988018,$75.00,$100.00,81.6091954022989
3992208,$99.00,$107.00,108.964664310954
3997572,$85.00,$85.00,85.0
4000384,$90.00,$90.00,90.0
4015972,$65.00,$60.00,60.059880239521
4020650,$149.00,$139.00,140.111111111111
4021522,$399.00,$329.00,339.576923076923
4025194,$75.00,$100.00,87.7672955974843
4032126,$38.00,$35.00,37.5944700460829
4032756,$188.00,$188.00,188.0
4034018,$940.00,$150.00,326.893992932862
4040151,$499.00,$329.00,418.06976744186
4044840,$399.00,$319.00,343.0
4053612,$550.00,$390.00,403.861111111111
4054079,$96.00,$94.00,95.5555555555556
4065322,$95.00,$80.00,85.3030303030303
4065578,$320.00,$200.00,237.16814159292
4069422,$500.00,$500.00,500.0
4075898,$289.00,$289.00,289.0
4080000,$82.00,$72.00,74.8888888888889
4080849,,,
